"","DIM","funcId","ID","runtime","run","f(x)","IID"
"1",5,1,"EMNA",50,1,26.0009927077,21
"2",5,1,"EMNA",100,1,22.1756074553,21
"3",5,1,"EMNA",500,1,21.7058966283,21
"4",5,1,"EMNA",1000,1,21.7058966283,21
"5",5,1,"EMNA",5000,1,21.7058966283,21
"6",5,1,"EMNA",10000,1,21.7058966283,21
"7",5,1,"EMNA",50,2,22.3262073955,21
"8",5,1,"EMNA",100,2,22.0880281537,21
"9",5,1,"EMNA",500,2,19.5668770398,21
"10",5,1,"EMNA",1000,2,19.5668770398,21
"11",5,1,"EMNA",5000,2,19.5668770398,21
"12",5,1,"EMNA",10000,2,19.5668770398,21
"13",5,1,"EMNA",50,3,23.5851928523,21
"14",5,1,"EMNA",100,3,20.395181362,21
"15",5,1,"EMNA",500,3,16.1000188156,21
"16",5,1,"EMNA",1000,3,16.1000188156,21
"17",5,1,"EMNA",5000,3,16.1000188156,21
"18",5,1,"EMNA",10000,3,16.1000188156,21
"19",5,1,"EMNA",50,4,10.4198802484,21
"20",5,1,"EMNA",100,4,10.4198802484,21
"21",5,1,"EMNA",500,4,10.4198802484,21
"22",5,1,"EMNA",1000,4,10.4198802484,21
"23",5,1,"EMNA",5000,4,10.4198802484,21
"24",5,1,"EMNA",10000,4,10.4198802484,21
"25",5,1,"EMNA",50,5,17.520738708,21
"26",5,1,"EMNA",100,5,17.520738708,21
"27",5,1,"EMNA",500,5,17.520738708,21
"28",5,1,"EMNA",1000,5,17.520738708,21
"29",5,1,"EMNA",5000,5,17.520738708,21
"30",5,1,"EMNA",10000,5,17.520738708,21
"31",5,1,"EMNA",50,6,12.7153830988,21
"32",5,1,"EMNA",100,6,12.7153830988,21
"33",5,1,"EMNA",500,6,12.6580193062,21
"34",5,1,"EMNA",1000,6,12.6580193062,21
"35",5,1,"EMNA",5000,6,12.6580193062,21
"36",5,1,"EMNA",10000,6,12.6580193062,21
"37",5,1,"EMNA",50,7,20.4042291605,21
"38",5,1,"EMNA",100,7,19.6472139809,21
"39",5,1,"EMNA",500,7,19.6472139809,21
"40",5,1,"EMNA",1000,7,19.6472139809,21
"41",5,1,"EMNA",5000,7,19.6472139809,21
"42",5,1,"EMNA",10000,7,19.6472139809,21
"43",5,1,"EMNA",50,8,14.3619282694,21
"44",5,1,"EMNA",100,8,14.3619282694,21
"45",5,1,"EMNA",500,8,14.3619282694,21
"46",5,1,"EMNA",1000,8,14.3619282694,21
"47",5,1,"EMNA",5000,8,14.3619282694,21
"48",5,1,"EMNA",10000,8,14.3619282694,21
"49",5,1,"EMNA",50,9,9.4116018554,21
"50",5,1,"EMNA",100,9,9.4116018554,21
"51",5,1,"EMNA",500,9,9.4116018554,21
"52",5,1,"EMNA",1000,9,9.4116018554,21
"53",5,1,"EMNA",5000,9,9.4116018554,21
"54",5,1,"EMNA",10000,9,9.4116018554,21
"55",5,1,"EMNA",50,10,22.4818078288,21
"56",5,1,"EMNA",100,10,21.0750269228,21
"57",5,1,"EMNA",500,10,19.0428871076,21
"58",5,1,"EMNA",1000,10,19.0428871076,21
"59",5,1,"EMNA",5000,10,19.0428871076,21
"60",5,1,"EMNA",10000,10,19.0428871076,21
"61",5,1,"EMNA",50,11,18.9278490869,21
"62",5,1,"EMNA",100,11,15.5198008723,21
"63",5,1,"EMNA",500,11,15.5198008723,21
"64",5,1,"EMNA",1000,11,15.5198008723,21
"65",5,1,"EMNA",5000,11,15.5198008723,21
"66",5,1,"EMNA",10000,11,15.5198008723,21
"67",5,1,"EMNA",50,12,19.1612675693,21
"68",5,1,"EMNA",100,12,15.8365670976,21
"69",5,1,"EMNA",500,12,12.7309468956,21
"70",5,1,"EMNA",1000,12,12.7309468956,21
"71",5,1,"EMNA",5000,12,12.7309468956,21
"72",5,1,"EMNA",10000,12,12.7309468956,21
"73",5,1,"EMNA",50,13,18.6990642647,21
"74",5,1,"EMNA",100,13,18.6990642647,21
"75",5,1,"EMNA",500,13,18.6990642647,21
"76",5,1,"EMNA",1000,13,18.6990642647,21
"77",5,1,"EMNA",5000,13,18.6990642647,21
"78",5,1,"EMNA",10000,13,18.6990642647,21
