"","DIM","funcId","ID","runtime","run","f(x)","IID"
"1",5,1,"EMNA",50,1,14.083663113,46
"2",5,1,"EMNA",100,1,11.8362716245,46
"3",5,1,"EMNA",500,1,11.8362716245,46
"4",5,1,"EMNA",1000,1,11.8362716245,46
"5",5,1,"EMNA",5000,1,11.8362716245,46
"6",5,1,"EMNA",10000,1,11.8362716245,46
"7",5,1,"EMNA",50,2,13.967182952,46
"8",5,1,"EMNA",100,2,12.2989356811,46
"9",5,1,"EMNA",500,2,11.2621704094,46
"10",5,1,"EMNA",1000,2,11.2621704094,46
"11",5,1,"EMNA",5000,2,11.2621704094,46
"12",5,1,"EMNA",10000,2,11.2621704094,46
"13",5,1,"EMNA",50,3,14.3719017787,46
"14",5,1,"EMNA",100,3,11.6561199554,46
"15",5,1,"EMNA",500,3,11.5001565197,46
"16",5,1,"EMNA",1000,3,11.5001565197,46
"17",5,1,"EMNA",5000,3,11.5001565197,46
"18",5,1,"EMNA",10000,3,11.5001565197,46
"19",5,1,"EMNA",50,4,10.8535513801,46
"20",5,1,"EMNA",100,4,10.8535513801,46
"21",5,1,"EMNA",500,4,10.6908910343,46
"22",5,1,"EMNA",1000,4,10.6908910343,46
"23",5,1,"EMNA",5000,4,10.6908910343,46
"24",5,1,"EMNA",10000,4,10.6908910343,46
"25",5,1,"EMNA",50,5,17.0171177158,46
"26",5,1,"EMNA",100,5,13.5575321766,46
"27",5,1,"EMNA",500,5,12.8391414667,46
"28",5,1,"EMNA",1000,5,12.8391414667,46
"29",5,1,"EMNA",5000,5,12.8391414667,46
"30",5,1,"EMNA",10000,5,12.8391414667,46
"31",5,1,"EMNA",50,6,16.561287926,46
"32",5,1,"EMNA",100,6,14.8166191623,46
"33",5,1,"EMNA",500,6,13.1448327887,46
"34",5,1,"EMNA",1000,6,13.1448327887,46
"35",5,1,"EMNA",5000,6,13.1448327887,46
"36",5,1,"EMNA",10000,6,13.1448327887,46
"37",5,1,"EMNA",50,7,10.5707057332,46
"38",5,1,"EMNA",100,7,10.5707057332,46
"39",5,1,"EMNA",500,7,10.5532262468,46
