,f_id,i_id,cm_angle.dist_ctr2best.mean,cm_grad.mean,disp.ratio_median_02,disp.ratio_median_10,disp.diff_median_10,ela_conv.conv_prob,ela_conv.lin_dev.orig,ela_curv.grad_norm.min,ela_curv.grad_norm.lq,ela_curv.grad_norm.mean,ela_distr.skewness,ela_level.mmce_lda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_local.n_loc_opt.abs,ela_local.basin_sizes.avg_non_best,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ic.eps.s
0,1,2,0.0,-0.007265533937315491,0.0,0.0,0.007392011345061978,0.0,-0.013725836241571454,-0.4665988841613254,-0.13611020353485268,-0.04639250276551958,0.14203412982209707,0.0,0.0,-0.004772689417262519,0.0,0.0,0.020448981860030118,-0.08032602123510177,-0.01763362422191244,-0.45130146733826193
1,1,3,0.0,-0.006770025654774297,0.0,0.014307518226507443,0.007384221942542449,0.0,-0.020390938637700445,-0.4767533503798739,-0.13722817828465755,-0.044563613965409185,0.14759107626684745,0.0,0.004922858281174764,0.0,0.0,0.0,0.011048383438480738,-0.08287993235521557,-0.01493572715217658,-0.46024343614611274
2,1,21,0.0,-0.0047204786880123235,0.0,0.007260105616450604,0.007867259169559415,0.0,-0.01693845195168627,-0.47076267799593724,-0.1339505941454942,-0.0432606854261616,0.13992835179243404,-0.004283638704515201,0.0,0.00489631532191852,0.0,0.0,0.007597801602113411,-0.07768697509740527,-0.021090425885669076,-0.45273968780574214
3,1,22,-0.00748908208667532,-0.0027709618539486567,0.0,0.01027146987506442,0.006344756346319922,0.02148771993904688,-0.014222565171400761,-0.45444013157091345,-0.14402106163502812,-0.04721981916599266,0.1401898703760917,0.0,0.0,0.004046593423408881,0.0,0.0,-0.014382760136134088,-0.08339724078198969,-0.01585778472898447,-0.46627268990687387
4,1,30,0.006124386595816173,0.00513039921560609,0.0,0.01185442691343134,0.005255591740369703,0.021048129046716643,-0.017601908615208838,-0.45388238246761026,-0.1535941292124798,-0.05330448095304786,0.12702201587863418,0.0,0.0,0.0,0.003743608937365851,0.0,0.0,-0.08014933146336926,0.003781529224100609,-0.4938784498748636
5,2,2,0.0035442897312848785,0.014740784060083296,0.0024463590682609034,0.0,0.005951347348855277,0.16801461651970576,-0.010667371453867118,0.8592274984960472,0.5700019166253923,0.1083137896491954,0.04560077168532705,-0.005436837236555456,0.0025070106118272226,-0.004722946875319103,0.0,0.0,0.000980111163396854,0.08554328427610307,0.018162872928908568,0.27461572842481874
6,2,3,-0.0035699971066403533,-0.008241218793916406,0.013381750268521867,-0.040192016509204946,-0.005477570966405506,0.048750518682081474,-0.006315345427788749,0.823853622838857,0.5948306874001303,0.11166940938457084,0.028046506890544175,0.0034094391299903538,0.0011135793264435017,0.0239412523707786,0.002096725386316499,0.0,0.014618567992299743,0.3262629647829534,-0.01684219612053601,0.17419275735784967
7,2,21,0.0,-0.04311991250189387,0.013260114763296742,-0.04500865861208265,0.0038840887473492944,-0.1553236527204001,0.0033812172227798134,0.7413585928585911,0.5373858984507568,0.08821294458504413,0.11050527709526782,0.0,-0.009898863086579914,0.06480526841546498,0.0,0.0,0.038900190581438426,0.3295792860880488,-0.022591427240092048,0.18312531409778643
8,2,22,-0.005087901487145135,0.014625460714983147,-0.009685996922962676,-0.010584977757646018,0.0,0.16082141206644499,-0.004816238777379819,0.8745785743014388,0.5721997680666486,0.10766542153033787,-0.0047556445719458525,-0.0030366630002383772,0.0021276674908936553,0.008783115560429905,-0.0013354729605784105,-0.004075651706239231,0.002107207865590667,0.0929481617596487,0.02343679237609074,0.25127018600793427
9,2,30,0.0032546686622682303,0.014350065572219683,0.0010641603217936156,-0.0029433185017280236,0.0049657506671504,0.16917669558090562,-0.004927263204405722,0.8773074655076157,0.577304518161843,0.10887933796707322,0.025200238871260734,0.0,0.002771044814460997,-0.004445059329451527,-0.004216298757483961,0.0028012638667487544,0.0031460712520821224,0.08837387109335731,0.018494055076033147,0.2648581148428857
10,3,2,0.0,-0.007353262587700895,-0.0025042450400749087,0.014800594482972091,0.012795316641514183,0.18287609180458453,-0.022721335971164467,-0.08312753664840232,-0.07365711624160265,-0.03322517254918524,-0.11479844138455707,0.0,0.0,0.0014571998565952623,0.0028411720300342974,0.0,0.0,-0.055655970340465245,0.03599925711872949,0.23366762154921727
