,f_id,i_id,cm_angle.dist_ctr2best.mean,cm_grad.mean,disp.ratio_median_02,disp.ratio_median_10,disp.diff_median_10,ela_conv.conv_prob,ela_conv.lin_dev.orig,ela_curv.grad_norm.min,ela_curv.grad_norm.lq,ela_curv.grad_norm.mean,ela_distr.skewness,ela_level.mmce_lda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_local.n_loc_opt.abs,ela_local.basin_sizes.avg_non_best,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_w_interact.adj_r2,ic.eps.s
0,1,2,0.0037646540077204377,0.027116039722583956,0.0,0.0,0.0,-0.051059298478523515,-0.004228135576206258,-0.34534481595954475,-0.11220522024621679,-0.0679038463105877,0.26198773971526285,0.048555424590617936,0.0,0.03480487091482583,0.0,0.0,0.14333489078004533,-0.19256316381179814,0.029826551946400288,-0.573032929592597
1,1,3,0.018569384090836163,0.025016313823557772,0.0,0.004778472067974988,0.004954035478536679,-0.04855786528743903,-0.012579596047727588,-0.35721715926044567,-0.11080764270622837,-0.0664474547136735,0.24796781580255928,0.044460348286373574,0.0,0.02840675820025863,-0.0021257403059323334,0.0,0.11509592677069955,-0.1949208932827509,0.023829047158304528,-0.5749165055076937
2,1,21,0.008432983736605648,0.025359796906817646,0.0,0.0,0.0031816459057883812,-0.04753976005060933,-0.008807573371963612,-0.3472625211855372,-0.11503978387226917,-0.06517229822714539,0.24969265603834812,0.04310627123950024,-0.009716102880438657,0.0475209063797446,0.0,-0.0010664283043357607,0.12435063407788659,-0.19015710513519826,0.01581203263151139,-0.5738843349635779
3,1,22,0.006297848680402154,0.026845803737020148,0.0,0.0028733334155960164,0.0,-0.036171781083283255,-0.004899881327864886,-0.3439658243949891,-0.10605219296377102,-0.07112367237767349,0.2483227438509333,0.02989024481560002,0.0,0.026849269120320717,0.003948480491208825,-0.002456855308231077,0.051148233376669135,-0.1945621686418282,0.014399326414762905,-0.5776288121823963
4,1,30,-0.0016211827300196932,0.007120365143204823,-0.005133768866239903,0.0,0.0,-0.03105203370108618,-0.007580274307802351,-0.3982033084706773,-0.14776410263890913,-0.07592664768874283,0.2109481092002049,-0.06577543746290324,-0.00393053038818669,0.006636792484632598,0.006478448018964001,-0.006601975389988707,0.008557752989070288,-0.16734398802140446,-0.006102800703806453,-0.6074544595665194
5,2,2,-0.015388294349970832,-0.059449407622069406,0.004331439879111679,0.00630423355629271,0.0,0.12549302637427984,0.013676572907498944,0.7110268233632799,0.7684869646635805,0.17634709912614843,0.18560061332672123,-0.02899443932482726,-0.00999752805836801,-0.13399387709517552,0.0,-0.023783125249595596,-0.06092005261384136,0.1665424820151287,-0.022211913595055956,0.37148845544109244
6,2,3,0.0208968227350395,0.08516023799194779,0.0,-0.009550389839913164,0.015094915534098422,0.01782125402465856,0.0,0.7006074964683024,1.128418136233013,0.31036201393979346,0.07286768061961368,0.003091924954601916,0.018978916952103044,0.1205208755600925,0.0,0.0,0.1591063547879274,1.0516476626886566,0.006989810481226384,0.3045765375445515
7,2,21,0.0,0.14733635119577052,0.004040893088943483,0.005231258283112363,0.0195988021303276,-0.025487803006851488,0.0,0.6730974839199153,1.146050371778133,0.36357641187754347,0.1415162689750683,0.0,0.01640940729019261,0.20988128442316353,0.0,0.0,0.18814217048423382,1.1688099771883342,0.011465011506351704,0.3176256921456657
8,2,22,0.015037468219425771,-0.052455982891234085,0.007153131818502019,0.007066374754717049,0.012881252299311328,0.11745398482192783,0.005505957889889287,0.7839501314207661,0.8214705484852721,0.23737114903739867,0.09895686306583357,-0.027418831388392954,0.0,-0.12299869972457271,-0.00453698879729829,-0.030508382134861366,-0.027505238227748217,0.17935187354782456,0.0,0.36506767941872953
9,2,30,-0.017551656380902284,-0.05368547113648346,0.0,0.009934391267328379,0.020440631109226393,0.12388155274229336,0.002164607798960981,0.7945004526165017,0.8851784354773469,0.1948518428553918,0.18081127275537595,-0.026522826327192224,0.047944303684646444,-0.1179791026198533,0.0,-0.018095471115054145,-0.04632990433466184,0.21906300406720852,-0.00951557593777923,0.36893337069650434
