FID,Z_1,Z_2,ela_conv_conv_prob,ela_curv_grad_norm_min,ela_curv_grad_norm_lq,ela_distr_skewness,ela_distr_number_of_peaks,ela_level_lda_qda_10,ela_level_lda_qda_25,ela_meta_lin_simple_adj_r2,ela_meta_quad_w_interact_adj_r2,ic_eps_max,ic_eps_ratio,nbc_nb_fitness_cor,EMNA,PSO,RandomSearch,EMNA_bin,PSO_bin,RandomSearch_bin
F14_I34,2.47015887748374,0.480929790457278,1,1.99384566997875e-07,3.65043370010139e-08,0.443773836398767,0.208333333333333,0.14171974522293,0.266974291364535,0.40037553703864,0.943630156007911,5.58658466576772e-08,0.0749999999999999,0.693714903754597,0.687298390700109,0.640413522429853,0.307487553663857,1,1,1
F14_I35,3.0535623075725,-0.309318533866588,1,1.76242699340727e-07,4.6996533670296e-08,0.366169355527857,0.333333333333333,0.1927589674824,0.225806451612903,0.634593811550589,0.968626716911668,5.87935121527375e-08,0.102272727272727,0.743893116385226,0.684479669406025,0.670489844366806,0.310217394183178,1,1,1
F14_I36,2.37413205559377,0.688539543827198,1,3.25373195491225e-07,4.07771725190398e-08,0.42037559842236,0.125,0.14171974522293,0.332273449920509,0.282853956036515,0.945539064916115,3.11828158609993e-08,0.0795454545454545,0.640961723784558,0.707113008085227,0.647482726228242,0.285289169429334,1,1,1
F14_I37,2.64678902480629,0.357274291586251,1,1.76307065054964e-07,4.32367301704826e-08,0.432120086806569,0.166666666666667,0.159235668789809,0.262321144674086,0.430834924554708,0.935231216677306,3.67258822556298e-08,0.084090909090909,0.76112576093488,0.731152244709574,0.671334795627449,0.290153451239302,1,1,1
F14_I38,2.66886748987518,0.266463210750645,1,3.33027682589998e-07,4.01588578043537e-08,0.395772924024073,0.208333333333333,0.169292658397586,0.309503051438535,0.414217671402812,0.953553946860154,3.47923951770098e-08,0.0863636363636363,0.651689562931846,0.673526723505564,0.611403932004483,0.308089197855609,1,1,1
F14_I39,1.45505043334882,1.24955470398149,1,2.28107218845908e-07,3.81229214982064e-08,0.282515106562569,0.0416666666666666,0.0729830148619957,0.305832147937411,0.297520714842462,0.940140866185884,5.87935121527375e-08,0.0909090909090908,0.475972115197519,0.67478056986068,0.598413722075298,0.283074739574112,1,1,1
F14_I40,2.84223207716288,0.286759905065778,1,2.00187942595139e-07,3.29139070679451e-08,0.434097407185384,0.208333333333333,0.16277423920736,0.315315315315315,0.402434436343692,0.958153795366461,1.53033050731515e-08,0.0772727272727272,0.706386018371209,0.532650265734145,0.508290738730159,0.305220702861792,1,1,1
F14_I41,2.56261913754241,0.656506045829764,1,2.11354472935683e-07,4.33353877619509e-08,0.348724714535372,0.166666666666667,0.130573248407643,0.378378378378378,0.32110977823762,0.920652845458513,3.67258822556298e-08,0.0772727272727272,0.615747570405066,0.883846636153985,0.748655914016773,0.27616141243804,1,1,1
F14_I42,3.04944145757605,0.0567620317072891,1,2.2999865563574e-07,4.11511139742401e-08,0.370967091189939,0.25,0.186305732484077,0.432432432432433,0.349322165275063,0.925627268935588,3.47923951770098e-08,0.0977272727272726,0.608780643447148,0.551049541754883,0.538145378176734,0.304419642157387,1,1,1
F14_I43,2.87790124888261,0.22473627173736,1,1.94856498035647e-07,3.81074431988061e-08,0.401946435082462,0.125,0.216958598726115,0.381174277726002,0.318077409181037,0.930283564085843,2.7891143890943e-08,0.084090909090909,0.643802277407966,0.613348703682173,0.629356226824903,0.292817833987481,1,1,1
F14_I44,3.05811188306765,-0.30812196049178,1,2.20951120072365e-07,3.61113878615284e-08,0.389807048414465,0.291666666666667,0.24203821656051,0.224603914259087,0.547831296215226,0.964828981959452,3.29460144678092e-08,0.0954545454545454,0.737469048863143,0.869013996305198,0.691859194117553,0.304169553688521,1,1,1
F14_I45,1.90170770338186,1.1417910037654,1,2.26322368863278e-07,3.45703839243295e-08,0.438549724276525,0.125,0.116772823779193,0.232947232947233,0.163898370370933,0.922223941559554,2.08750790736014e-08,0.0795454545454545,0.733424850902005,0.235136043806883,0.406487164012464,0.30360317510199,1,1,1
F14_I46,2.58072135744557,-0.711683458488111,1,2.06344557398231e-07,7.04342922833615e-08,0.358871602228895,0.25,0.261854210898797,0.161081081081081,0.733965116390423,0.99641802695549,5.58658466576772e-08,0.136363636363636,0.618840305518723,1.11628541244609,0.714026729916779,0.290738281693671,1,1,1
F14_I47,2.67274023865993,0.56535449807997,1,1.9044394293118e-07,3.58033967030526e-08,0.43424176009275,0.208333333333333,0.104226983207875,0.324983520105471,0.388337874198767,0.918301149562532,3.47923951770098e-08,0.0772727272727272,0.744804365711864,0.438935285049566,0.448160956200431,0.327378561223652,1,1,1
F14_I48,3.23252489387022,-0.569134717601821,1,1.91066453058092e-07,7.5961050231344e-08,0.332886943075022,0.25,0.219745222929936,0.275675675675676,0.709924550616593,0.991822378679873,8.7775041937023e-08,0.113636363636363,0.690223768699232,1.16396082441012,0.83117038061533,0.301239123784255,1,1,1
F14_I49,1.656028488387,1.07675709456705,1,1.75577917717056e-07,4.23927273587249e-08,0.369700851407601,0.166666666666667,0.144759698899826,0.279279279279279,0.130054036535805,0.917302213910673,2.94990518834161e-08,0.084090909090909,0.535080619840995,0.634558692100607,0.605903511986773,0.291805105615189,1,1,1
F14_I50,3.85649666789209,-0.412026572940448,1,1.92196376725282e-07,3.71332386141664e-08,0.428715770932477,0.291666666666667,0.212314225053079,0.384111384111384,0.513809592699422,0.986710232818557,4.3091054211223e-08,0.084090909090909,0.785779202021113,0.518791440338045,0.568865306957762,0.305006326787613,1,1,1
F15_I1,1.38875127437808,0.300906969776556,0.961,8.70148298167122e-06,7.17783093841433e-07,0.401296581599603,0.166666666666667,0.0636942675159235,0.2,0.510550075811873,0.955017378823799,3.86086236527224e-07,0.190909090909091,0.660747390113312,2.23381505504889,1.95604964230293,1.54286908584603,0,0,0
F15_I4,2.00475731517388,0.0991470653249315,0.944,1.32659478113445e-05,6.18461629353388e-07,0.476501492280072,0.166666666666667,0.17515923566879,0.243243243243243,0.403068478446553,0.8617252414672,1.81426028511222e-07,0.15,0.756319982218019,1.72537904135378,1.83216346739261,1.54863158214041,0,0,0
F15_I5,1.57404483109855,0.68956064035947,0.942,6.90564247659201e-06,6.04830864730547e-07,0.362889307671907,0.0833333333333333,0.0726114649681528,0.357528957528958,0.344933026939447,0.923574003118834,1.57193946998265e-07,0.15,0.544432022989968,1.43674808853993,1.60090244191666,1.525366995275,1,0,0
F15_I6,1.48900300475571,0.0820257603295873,0.926,1.02634393721535e-05,6.53945044007333e-07,0.248276038242938,0.0833333333333333,0.116148370176096,0.221621621621622,0.714783805089879,0.968704432228344,4.44265886170614e-07,0.172727272727273,0.50653273683794,2.17069399180188,1.9113597476933,1.54355392605616,0,0,0
F15_I7,1.68688090070904,-0.0829330068300501,0.974,1.21749111325785e-05,7.6459662767412e-07,0.37202691586256,0.208333333333333,0.0934182590233546,0.152432432432432,0.675500571629387,0.971298137790019,2.41204969826109e-07,0.190909090909091,0.688934459705439,1.95740722227015,1.86870074083992,1.53475586822322,0,0,0
F15_I8,2.30875447489827,-0.0523226477171653,0.946,1.02245318167587e-05,5.99069461381386e-07,0.402646041300231,0.125,0.148619957537155,0.250450450450451,0.551467828046568,0.954911676613658,1.68937771021636e-07,0.159090909090909,0.757876552613646,1.7077550566268,1.8225943780968,1.54099570817263,0,0,0
F15_I9,1.73465108763846,0.348555243749445,0.938,1.31155176553539e-05,6.03213109415727e-07,0.421342598201598,0.0833333333333333,0.124493341053851,0.268191268191268,0.440978851048204,0.959734033443486,2.41204969826109e-07,0.147727272727273,0.618185282226678,1.72932413883696,1.792170257989,1.52265587879017,0,0,0
F15_I10,1.71706662580773,0.17913938756218,0.931,8.87541542329848e-06,6.4991010371731e-07,0.393286535460611,0.125,0.168602472836268,0.213759213759214,0.452596876140699,0.938477058011149,1.81426028511222e-07,0.156818181818182,0.646170577560589,1.7121056714342,1.80191725603602,1.5264915050374,0,0,0
F15_I11,1.43096866867461,-0.0177907758422283,0.948,1.98055161352518e-05,9.35036553317077e-07,0.369426057894934,0.208333333333333,0.0636942675159235,0.166023166023166,0.645590882804526,0.986791992161911,6.45157656865758e-07,0.213636363636364,0.661447232840239,2.18346818487489,1.93578475758845,1.52385535916122,0,0,0
F15_I12,1.68536271539608,-0.0525958679374154,0.97,1.27937188802826e-05,7.35727330053929e-07,0.340526517050851,0.125,0.0899213188460097,0.214414414414414,0.671543663976085,0.9691099513165,4.44265886170614e-07,0.197727272727273,0.641293195302443,1.91968112672218,1.89358950187484,1.51480808414523,0,0,0
F15_I13,1.56920124415624,0.42255906368102,0.953,1.24994974412663e-05,7.16512132787609e-07,0.392862332012526,0.0416666666666666,0.125619249823071,0.290540540540541,0.427052439346625,0.916878942502615,1.9954599082279e-07,0.152272727272727,0.576738684175809,1.75096064307499,1.837155556281,1.54775314263217,0,0,0
F15_I14,1.69128450187438,0.144012046421022,0.916,1.34533066427662e-05,6.14262901382466e-07,0.538494495357736,0.0833333333333333,0.145826349312772,0.257344300822562,0.479211516051994,0.891010162313224,1.49833200608342e-07,0.145454545454546,0.673951162795338,1.92310992114628,1.83983360733294,1.52247761752334,0,0,0
F15_I15,0.922739293271681,0.512019040919411,0.935,1.14405242737359e-05,6.66992179908137e-07,0.299433554038925,0.125,0.0988937311431445,0.12241653418124,0.561957825687393,0.899546603822247,2.65098339922609e-07,0.172727272727273,0.593161109854224,1.9397556681174,1.88051996277147,1.52871855677463,0,0,0
F15_I16,2.0157786626269,-0.926840708631201,0.96,1.22925738093782e-05,1.04564790610369e-06,0.43438269369781,0.208333333333333,0.219745222929936,0.211446740858506,0.621376150468862,0.954299839798046,4.87770735651858e-07,0.243181818181818,0.67948485889967,2.25190978433943,1.94151031677262,1.52253276510476,0,0,0
F15_I17,1.37626728739401,-0.175490242298477,0.937,1.10624479285542e-05,6.12803431105132e-07,0.38589999835929,0,0.367689635205559,0.2,0.300994715367171,0.827290419400924,4.04592649745598e-07,0.168181818181818,0.523047417607856,2.04059353451097,1.90323385217269,1.55180196055762,0,0,0
F15_I18,0.890101847469747,0.876952451525252,0.953,1.13162590084015e-05,5.92161908030632e-07,0.431806966138742,0.0416666666666666,0.100849256900212,0.201201201201201,0.326949560744965,0.929877588295075,2.30059406216216e-07,0.140909090909091,0.53759420570694,1.76750199047243,1.81933041457152,1.51699211244584,0,0,0
F15_I19,2.36158148409617,-0.586096750109976,0.957,1.01852900513698e-05,9.78017394605428e-07,0.40350392100279,0.208333333333333,0.197452229299363,0.221621621621622,0.604249463700752,0.945533441117167,4.239721366797e-07,0.197727272727273,0.755848309788328,2.03524457949977,1.91770109289082,1.53863572904859,0,0,0
F15_I20,1.00952518963225,0.560377284205655,0.935,9.02021714938815e-06,6.37772449009813e-07,0.383087699614873,0.0416666666666666,0.164012738853503,0.260312944523471,0.323978603452656,0.889864589845011,2.14333997397495e-07,0.154545454545455,0.461281733987824,1.70365711540656,1.80657678574294,1.53163280475082,0,0,0
F15_I23,2.11945728029224,-0.62678514782204,0.957,1.31413172284855e-05,8.87720225150003e-07,0.2840251844267,0.125,0.219745222929936,0.303303303303303,0.634914077796593,0.926186951850347,7.77046822972981e-07,0.209090909090909,0.55063938609911,2.09519546313642,1.91772384578596,1.52673904826963,0,0,0
F15_I24,1.22571929310082,0.653525574495038,0.94,8.97599503887118e-06,6.38324154895349e-07,0.415901088294425,0.0833333333333333,0.119426751592357,0.200940070505288,0.349960206351374,0.923084227678681,1.90277224040157e-07,0.152272727272727,0.625025372510963,1.84428705998772,1.88908310244903,1.52268881601061,0,0,0
F15_I25,2.67672640158507,-0.58703447797347,0.955,1.23616135095118e-05,7.07934301711904e-07,0.32322479135799,0.25,0.204492122024807,0.301455301455302,0.639635278291284,0.950345997963736,4.04592649745598e-07,0.165909090909091,0.636479874326866,1.76189582444591,1.80727726831407,1.54599802220566,0,0,0
F15_I26,3.16521054683758,-0.839949405868766,0.933,1.44587986498233e-05,6.86726740381613e-07,0.40510869752058,0.291666666666667,0.221056575496441,0.351351351351351,0.600257396465264,0.978338463265241,2.41204969826109e-07,0.165909090909091,0.708640763244767,1.91677581417615,1.84432464200801,1.53967008724452,0,0,0
F15_I27,1.66134764759614,0.393953112375408,0.914,6.51785724891036e-06,5.38954611785903e-07,0.278075106822704,0.0416666666666666,0.134626519976838,0.284249767008388,0.55670049138445,0.981545589715491,1.57193946998265e-07,0.131818181818182,0.473348633622398,1.83785533749574,1.83066801865876,1.52847143293129,0,0,0
F15_I28,0.706759471416728,1.0457238930214,0.936,1.50232445704464e-05,5.95391693927011e-07,0.396294568701261,0.0833333333333333,0.0636942675159235,0.203203203203203,0.285598795760182,0.922594990768133,1.9954599082279e-07,0.154545454545455,0.541515218363056,1.21940460202905,1.44609199776552,1.51915801146027,1,1,0
F15_I29,1.52708484632351,0.3366014421487,0.928,1.67292713782574e-05,6.13267409047674e-07,0.372967680030959,0.125,0.112157297147605,0.308108108108108,0.459796273069543,0.884990804516864,2.35632188021163e-07,0.159090909090909,0.549150790926971,1.7308521200889,1.77316626801733,1.5209410766134,0,0,0
F15_I31,1.84806214097837,0.0215369289284787,0.914,1.02188270225812e-05,5.45510183005894e-07,0.243379482400146,0,0.197452229299363,0.274131274131274,0.634912411410889,0.97618826039988,1.90277224040157e-07,0.145454545454546,0.477308057467805,1.8021517490727,1.80656713637373,1.54286820049602,0,0,0
F15_I32,1.93092473013947,0.0574444285141023,0.938,1.07638339133829e-05,5.72902735118039e-07,0.295499367519074,0.125,0.127388535031847,0.299161230195713,0.619910834161385,0.946235464338617,2.09252028542782e-07,0.154545454545455,0.53855791578892,1.85586127983073,1.85984796830776,1.52662055093639,0,0,0
F15_I33,1.70862309273591,0.34423297183159,0.937,1.34803785859444e-05,6.6236202006902e-07,0.377717965348407,0.0833333333333333,0.0899213188460097,0.304347826086957,0.520885642216437,0.924326291197393,2.35632188021163e-07,0.154545454545455,0.595148943387068,2.01696589963459,1.89772953218151,1.51747075958612,0,0,0
F15_I34,2.16546927602457,-0.436403977515253,0.957,1.36458560512718e-05,6.09882111727444e-07,0.324234901724292,0.125,0.238853503184713,0.243243243243243,0.617483442656641,0.94911279923372,1.72973592051368e-07,0.165909090909091,0.575173297940718,1.87039077148861,1.83610195698248,1.56004731248875,0,0,0
F15_I35,1.76428501688337,0.137669945151872,0.964,1.62222452503374e-05,8.09424607487882e-07,0.298813731306665,0.0833333333333333,0.143312101910828,0.323149236192714,0.47028145850875,0.969022446271535,3.27725824187977e-07,0.175,0.49432059381862,1.74563101411151,1.83731600561211,1.54908328020135,0,0,0
F15_I36,2.12199286391434,0.157859290332457,0.928,1.21739013570065e-05,5.77416127035956e-07,0.307017881553799,0.0833333333333333,0.10828025477707,0.311311311311311,0.636676307076565,0.974920560118098,1.3609160480806e-07,0.140909090909091,0.585917941362902,1.78889980699103,1.84385672717765,1.53054949984202,0,0,0
F15_I37,1.87418274509769,0.0430673392828721,0.963,1.31548752406326e-05,7.97301908049697e-07,0.326372879016661,0.25,0.0940938042848871,0.251559251559252,0.487847725176376,0.954863670592372,3.05333982490028e-07,0.202272727272727,0.675823435599119,1.69834727966283,1.81181960723124,1.52103196985708,0,0,0
F15_I38,2.02921135380009,-0.310324525595565,0.955,1.42561673020898e-05,6.88806298238803e-07,0.5892668281031,0.125,0.17515923566879,0.247567567567568,0.499525589510981,0.913355903805608,2.41204969826109e-07,0.175,0.749271227841739,1.98456820912839,1.91064771287841,1.49086055015669,0,0,1
F15_I39,1.75293812129308,0.250018062523701,0.94,7.32346550904493e-06,5.86399515649197e-07,0.29276300151505,0.0833333333333333,0.130573248407643,0.298935298935299,0.54080153299442,0.970218284227276,1.81426028511222e-07,0.15,0.495674247000574,1.70237866374181,1.81032649529254,1.52343377023474,0,0,0
F15_I40,2.16526508708294,0.00417068227486078,0.946,1.24097199463474e-05,6.28954699957033e-07,0.440486837313773,0.208333333333333,0.119426751592357,0.255255255255255,0.515473510757605,0.938248090025882,1.9954599082279e-07,0.161363636363636,0.741224631651679,1.62477263596168,1.77251345531543,1.5266060386979,0,0,0
F15_I41,2.37785772548598,-0.653213129212575,0.952,8.30206098254708e-06,6.47517066162095e-07,0.313548801604224,0.166666666666667,0.25875796178344,0.235521235521235,0.616496285192494,0.979640991003192,3.68413563799932e-07,0.181818181818182,0.611736154616855,1.82607258377188,1.78963991447703,1.53465842144995,0,0,0
F15_I42,2.05960697276234,-0.0835424877363295,0.923,1.2041665580733e-05,5.39478633569733e-07,0.284638045531743,0.0833333333333333,0.161226114649682,0.279279279279279,0.649133645179436,0.980627635919354,3.05333982490028e-07,0.156818181818182,0.558355228619845,1.83074935540129,1.86787051401682,1.53045514082957,0,0,0
F15_I43,1.67042017653841,-0.18155015021749,0.934,7.86095129475542e-06,6.26309548946259e-07,0.282026239954155,0.0833333333333333,0.199929228591649,0.215215215215215,0.644241957157354,0.96122962503167,1.81426028511222e-07,0.172727272727273,0.510497570234018,1.82706640526755,1.8193843610202,1.55459515207847,0,0,0
F15_I44,1.4318157701923,0.245058123180128,0.959,6.37708205803805e-06,7.35207127167865e-07,0.371538148937707,0.166666666666667,0.102464691221268,0.202702702702703,0.534413341880481,0.927802676563635,3.05333982490028e-07,0.172727272727273,0.607905901231358,1.74994132077424,1.81653072891093,1.52482017786247,0,0,0
F15_I45,1.69070617029794,0.321356302302805,0.951,6.78010431140887e-06,6.78066102057257e-07,0.291148368089115,0.0416666666666666,0.187544232130219,0.254426840633737,0.40180934369682,0.956016347173372,2.91299314769028e-07,0.156818181818182,0.557330032548009,1.73614659870946,1.82028909241236,1.50720404799773,0,0,0
F15_I46,1.13817107383411,0.756005244747296,0.928,1.38055223473072e-05,5.50726086816529e-07,0.380041202840278,0.0416666666666666,0.110138004246285,0.264864864864865,0.337693856958921,0.969978476365325,1.4280406641347e-07,0.143181818181818,0.480133138630019,1.55976692790699,1.73599458148998,1.52557968658763,0,0,0
F15_I47,2.43214667018973,-0.482458996484554,0.947,1.35992283158112e-05,8.5686335523062e-07,0.380156974397585,0.291666666666667,0.155488947171225,0.247247247247247,0.549469760228002,0.944917105450814,6.15813444620266e-07,0.209090909090909,0.791649142084114,1.80878326675396,1.85836584506706,1.53182804293784,0,0,0
F15_I48,2.18496083710995,-0.0218984004554132,0.953,1.02335940435149e-05,6.16682245851102e-07,0.539984097663103,0.166666666666667,0.138004246284501,0.337401918047079,0.391894045612973,0.901260269541995,2.19415966252209e-07,0.161363636363636,0.713785719135182,1.64939915265459,1.77501679263811,1.54329490984826,0,0,0
F15_I49,1.90403548960823,0.153850452305298,0.969,1.10107824079295e-05,6.84988766995665e-07,0.367877298904263,0.166666666666667,0.0940938042848871,0.250965250965251,0.566879933560909,0.942048355069646,2.41204969826109e-07,0.163636363636364,0.659708466967598,1.75947759374236,1.84316326478965,1.5043354573381,0,0,0
F15_I50,1.92123286297776,0.292262895129347,0.948,1.31700595352122e-05,6.08660181818847e-07,0.434610988547778,0.166666666666667,0.10828025477707,0.295911295911296,0.416514272205643,0.919530767486678,2.09252028542782e-07,0.152272727272727,0.667549424284979,1.68583546535201,1.78039579507438,1.56088651926862,0,0,0
F16_I1,-3.21536308610146,2.96974526792348,0.56,0.0002828511030164,1.52017027326748e-05,0.274990831765381,0,0.0636942675159235,0.138622493461203,0.0338348183039524,0.130351271861729,6.84315875816233e-08,0.109090909090909,0.249658774413278,1.11704771785264,0.852822909149288,0.680922533031699,1,1,1
F16_I4,-3.03799247220694,2.92557516929155,0.474,0.0002235154163475,1.35338922992619e-05,0.267628286242865,0.0416666666666666,0.0636942675159235,0.135135135135135,0.0466987503164604,0.174116891112084,7.5638626871008e-08,0.106818181818182,0.300348574900526,0.872044889149815,0.846715066176795,0.651664574791206,1,1,1
F16_I5,-3.58885385029823,3.12705679969511,0.497,0.0001626278524202,1.46999374548165e-05,0.249823695833879,0.0416666666666666,0.0636942675159235,0.122226704316256,0.0176073245714449,0.0147265147436114,8.56583794220619e-08,0.109090909090909,0.264292448000888,1.09149193980911,0.849591023548507,0.6774498752935,1,1,1
F16_I6,-3.77150766311058,3.14201081223486,0.498,0.0001577414058886,1.50311968983355e-05,0.29205405089989,0,0.0636942675159235,0.128482328482328,0.014167342841261,0.0360747549835966,8.7775041937023e-08,0.106818181818182,0.201636802815875,1.09459820924838,0.816428376222376,0.659605099851653,1,1,1
F16_I7,-3.33258077285976,3.02727972059533,0.495,0.0001873212840339,1.39535909749987e-05,0.269490604920611,0.0416666666666666,0.0636942675159235,0.116602316602317,0.0251048007553518,0.130868292245145,7.94991092489196e-08,0.106818181818182,0.262278370483233,1.11065117700145,0.828550410186925,0.648762850702362,1,1,1
F16_I8,-3.16973557794522,3.05470185147569,0.519,0.0001739623623542,1.46234027221391e-05,0.272792696393205,0,0.0551200391964723,0.125307125307125,0.0193806961888298,0.184262743308192,7.5638626871008e-08,0.104545454545454,0.273581905285247,1.23188658967659,0.84714088528737,0.680290796569552,1,1,1
F16_I9,-3.26675722787711,3.11197280233225,0.514,0.0001814295638633,1.42942051219077e-05,0.27359169223842,0,0.0636942675159235,0.131756756756757,0.0093609742275154,0.0874345772850989,7.19520647679544e-08,0.0999999999999999,0.302074278079188,1.03184273286115,0.857580583507743,0.6339095209582,1,1,1
F16_I10,-3.35908227479324,3.21898893823929,0.494,0.0001815649775989,1.41253901610815e-05,0.27986254228368,0,0.0471809389006841,0.119236883942766,0.0151516569520126,0.135112402734457,6.50697129480148e-08,0.0909090909090908,0.27011637762484,1.15982822105204,0.824941171088752,0.681275233172928,1,1,1
F16_I11,-3.29124784483112,3.02855439544047,0.541,0.0001890299457557,1.64405714921562e-05,0.270748375967127,0.0416666666666666,0.0636942675159235,0.117363939281748,0.0317163626963444,0.0765982209849208,9.22080817777052e-08,0.104545454545454,0.28797936620998,0.987709629386215,0.814518318557418,0.631672264273477,1,1,1
F16_I12,-3.07063322624874,3.03230006949976,0.474,0.0001198868834885,1.47959343556304e-05,0.282431134981112,0,0.0636942675159235,0.119236883942766,0.0099820727411103,0.199228307720493,1.01711438025381e-07,0.104545454545454,0.324911222873178,1.20904044770614,0.865609029358999,0.694765100607689,1,1,1
F16_I13,-3.26910865143524,3.03818984910404,0.525,0.0002819138725724,1.50609106401734e-05,0.288964108684423,0.0416666666666666,0.0636942675159235,0.116333725029377,0.0039001417462221,0.0422183291207767,6.6750650264819e-08,0.111363636363636,0.35855298018969,0.858617594467945,0.802347351338135,0.761363861193003,1,1,1
F16_I14,-2.88224049960721,2.94283974305125,0.545,0.0001666125694768,1.31916021805256e-05,0.303748898238793,0.0416666666666666,0.0636942675159235,0.125307125307125,0.019224380791356,0.0981006186747044,6.18592955943723e-08,0.104545454545454,0.404600436098939,1.07052831814557,0.840611128308836,0.399295276889836,1,1,1
F16_I15,-3.04615649901069,2.9867296252015,0.538,0.0002477192854379,1.52196202807316e-05,0.260355982445486,0,0.0636942675159235,0.128482328482328,0.0541361629274835,0.136762142505714,1.01711438025381e-07,0.102272727272727,0.309187973641546,1.19328355467945,0.864531341669058,0.677517569945091,1,1,1
F16_I16,-3.26329441771747,3.0279366600479,0.56,0.0001317928329579,1.58403540026891e-05,0.281768374597112,0,0.0636942675159235,0.131756756756757,0.0180373660934287,0.0759190724053112,7.5638626871008e-08,0.109090909090909,0.29630094870912,1.16878157888986,0.82864782352011,0.617673051708266,1,1,1
F16_I17,-3.31447761875027,3.0687206546317,0.534,0.0002033599696002,1.47423616216114e-05,0.276685016235346,0.0416666666666666,0.0636942675159235,0.113513513513514,0.0056012842269246,0.0884201415162463,8.35417169071009e-08,0.104545454545454,0.291586427338385,0.452580458665698,0.827642628549753,0.668242128462176,1,1,1
F16_I18,-3.41899452938993,3.11542672401119,0.471,0.0002131009718313,1.45751935887248e-05,0.299792435170553,0,0.0636942675159235,0.128482328482328,0.0144906094642619,0.0829805726182029,6.84315875816233e-08,0.0999999999999999,0.289225521183042,1.17584907589766,0.795984988121179,0.682700947115021,1,1,1
F16_I19,-3.09053202720671,2.92345872409805,0.542,0.0001500580214611,1.6247102881359e-05,0.278602202236501,0.0833333333333333,0.0636942675159235,0.125307125307125,0.0023453748040381,0.149698408268882,9.22080817777052e-08,0.111363636363636,0.285279833878051,1.08104499290449,0.864435851642615,0.665160703565232,1,1,1
F16_I20,-2.80460704920838,2.95482651588579,0.534,9.13597618163182e-05,1.44618508965855e-05,0.245955341535708,0,0.0636942675159235,0.138622493461203,0.019746655540589,0.276221462520143,6.50697129480148e-08,0.102272727272727,0.27023045550066,0.574532321488186,0.784168513663272,0.685499959024242,1,1,1
F16_I23,-3.39273575187395,3.15757187603834,0.517,0.000183121846662,1.50247415373094e-05,0.260243927634331,0,0.0636942675159235,0.131756756756757,0.0025349127660942,0.0747088547759027,7.94991092489196e-08,0.0999999999999999,0.268255687141186,1.21060509899206,0.83207310974644,0.672966868007557,1,1,1
F16_I24,-3.27279373184774,3.07691510875827,0.498,0.0001790493223963,1.57855600696659e-05,0.263890415352694,0.0416666666666666,0.0551200391964723,0.122226704316256,0.0154931022961315,0.111327644464122,9.68502583387235e-08,0.106818181818182,0.300859729849715,1.11003183883495,0.833178215545621,0.692131097925527,1,1,1
F16_I25,-3.22204331801295,3.0269517987775,0.453,0.0001919892815868,1.44097683731972e-05,0.26902862066781,0.0833333333333333,0.0636942675159235,0.128482328482328,0.028740284333388,0.113866135479863,7.5638626871008e-08,0.0977272727272726,0.288311440051488,1.17704526297691,0.841737523853502,0.708926835076907,1,1,1
F16_I26,-2.72132608853785,2.91894726464562,0.532,0.0002279733141551,1.48288667674611e-05,0.264450767378988,0.0416666666666666,0.0636942675159235,0.12241653418124,0.027147773437662,0.191414751846121,9.22080817777052e-08,0.104545454545454,0.381086227328019,1.02439081557218,0.789916410575208,0.713041706067826,1,1,1
F16_I27,-2.94981007062035,2.96801496666672,0.516,0.0001643946158106,1.57979002983275e-05,0.306222469115981,0,0.0636942675159235,0.125307125307125,0.0358449709550209,0.159845788396884,6.84315875816233e-08,0.0999999999999999,0.354236504451698,1.08027197795245,0.893202271553078,0.668231545943696,1,1,1
F16_I28,-3.65246485841699,3.18285603964588,0.512,0.000122997556761,1.53699732577784e-05,0.253591951206401,0,0.0636942675159235,0.12241653418124,0.0034222762506899,0,8.35417169071009e-08,0.111363636363636,0.273296081882985,0.987577086161075,0.861999449465085,0.69032726341267,1,1,1
F16_I29,-3.12611060676089,2.97012539745204,0.518,0.0002094312281898,1.50726855267168e-05,0.268687964637337,0.0833333333333333,0.0636942675159235,0.125307125307125,0.0034011165327253,0.149727751665205,6.50697129480148e-08,0.106818181818182,0.27891169468664,0.840488955534494,0.868955393909696,0.678942035549627,1,1,1
F16_I31,-3.29236518157057,3.00546114651379,0.54,0.0002351672682197,1.56779410918277e-05,0.284565577258161,0.0416666666666666,0.0636942675159235,0.122226704316256,0.008366835783686,0.111206691645657,9.68502583387235e-08,0.109090909090909,0.270089766958543,0.823353431659895,0.821683854560959,0.688254892974487,1,1,1
F16_I32,-3.09495472348869,2.95261214992936,0.528,0.0001394186618851,1.38069554173667e-05,0.28049022851754,0.0416666666666666,0.0636942675159235,0.125307125307125,0.0130153801811057,0.171014972782484,1.12132621684122e-07,0.109090909090909,0.285771723806902,0.917339475335052,0.814972923711119,0.66004507924273,1,1,1
F16_I33,-3.36613739096838,3.10060712536768,0.516,0.0001877748108348,1.5416503370782e-05,0.287750039663637,0.0416666666666666,0.0551200391964723,0.135135135135135,0.0215865617534318,0.0359117211480698,6.50697129480148e-08,0.0999999999999999,0.296409271823104,1.16491932928023,0.871455483243458,0.651896245145974,1,1,1
