feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err,n
"(0, 10, 20, 24, 25, 26, 33, 39, 42, 58, 60, 70)",[-0.13827612 -0.13533495 -0.14330217 -0.12763525 -0.12567648],0.13404499178268497,"('cm_angle.dist_ctr2best.mean', 'disp.ratio_median_10', 'ela_conv.conv_prob', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ic.eps.s')",0.008455193701656264,0.0065784279506083424,0.0032892139753041712,12
"(0, 10, 20, 24, 25, 26, 33, 39, 42, 58, 60, 65, 70)",[-0.13864238 -0.13727201 -0.14420627 -0.12859478 -0.12428058],0.13459920186993907,"('cm_angle.dist_ctr2best.mean', 'disp.ratio_median_10', 'ela_conv.conv_prob', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.00923826422123253,0.007187683418317948,0.003593841709158974,13
"(0, 10, 20, 24, 25, 26, 33, 39, 42, 54, 58, 60, 65, 70)",[-0.14159532 -0.13541989 -0.14139594 -0.12893262 -0.12355666],0.13418008682759786,"('cm_angle.dist_ctr2best.mean', 'disp.ratio_median_10', 'ela_conv.conv_prob', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.009069901108498458,0.007056691196762541,0.0035283455983812708,14
"(0, 10, 18, 20, 24, 25, 26, 33, 39, 42, 54, 58, 60, 65, 70)",[-0.14067272 -0.1362417  -0.14240322 -0.12805228 -0.12245391],0.13396476743161873,"('cm_angle.dist_ctr2best.mean', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.009768987739065172,0.007600604345613975,0.003800302172806988,15
"(0, 10, 18, 20, 22, 24, 25, 26, 33, 39, 42, 54, 58, 60, 65, 70)",[-0.14166787 -0.13682181 -0.14019199 -0.13024137 -0.12417017],0.13461864147730038,"('cm_angle.dist_ctr2best.mean', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.008407388668546028,0.0065412340107544814,0.0032706170053772407,16
"(0, 10, 18, 20, 22, 24, 25, 26, 33, 39, 42, 54, 58, 60, 61, 65, 70)",[-0.14060832 -0.13586031 -0.13810824 -0.13052789 -0.12710624],0.13444219888245104,"('cm_angle.dist_ctr2best.mean', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.006364721435502493,0.004951969507327062,0.002475984753663531,17
"(0, 3, 10, 18, 20, 22, 24, 25, 26, 33, 39, 42, 54, 58, 60, 61, 65, 70)",[-0.13927355 -0.13796761 -0.13921573 -0.12905676 -0.12396906],0.1338965447930829,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.008042222427242429,0.006257122269122872,0.003128561134561436,18
"(0, 3, 10, 18, 20, 22, 24, 25, 26, 33, 36, 39, 42, 54, 58, 60, 61, 65, 70)",[-0.13875645 -0.13864877 -0.13770232 -0.13063742 -0.12388164],0.1339253224446593,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.007529704093255093,0.005858365593348422,0.002929182796674211,19
"(0, 3, 8, 10, 18, 20, 22, 24, 25, 26, 33, 36, 39, 42, 54, 58, 60, 61, 65, 70)",[-0.13865743 -0.13727598 -0.1402835  -0.12622989 -0.12529322],0.1335480018494253,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.008271266159438179,0.006435326074139548,0.003217663037069774,20
"(0, 3, 8, 10, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 58, 60, 61, 65, 70)",[-0.14106759 -0.13418688 -0.13755117 -0.1321274  -0.12334986],0.1336565808159101,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.007688984618125236,0.005982291252980332,0.002991145626490166,21
"(0, 3, 8, 10, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 55, 58, 60, 61, 65, 70)",[-0.14074526 -0.13635095 -0.14138275 -0.12904511 -0.12422665],0.13435014190769737,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.008621740827146923,0.006708007272393319,0.003354003636196659,22
"(0, 3, 8, 10, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 55, 58, 60, 61, 62, 65, 70)",[-0.13965965 -0.14054798 -0.14081018 -0.12985334 -0.12350352],0.1348749318449788,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.008993907764694423,0.006997565793539344,0.003498782896769672,23
"(0, 3, 8, 10, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.13726612 -0.1386346  -0.13908401 -0.12989672 -0.12388806],0.1337539010840009,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.007642446169588937,0.005946082758955036,0.002973041379477518,24
"(0, 3, 8, 10, 15, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.14094398 -0.13790065 -0.13704477 -0.1303182  -0.12415816],0.13407315192734653,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.007777767810729194,0.006051367593083068,0.003025683796541534,25
"(0, 3, 7, 8, 10, 15, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.14097397 -0.13779861 -0.13588234 -0.13186371 -0.12799908],0.1349035408613351,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.005836459985412237,0.004540964152379144,0.002270482076189572,26
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 22, 24, 25, 26, 30, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.13871774 -0.13392188 -0.13902268 -0.13204113 -0.12659504],0.13405969559626774,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.005921921316952865,0.0046074559717200715,0.0023037279858600357,27
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 22, 24, 25, 26, 30, 32, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.13576423 -0.13402531 -0.13956792 -0.13292415 -0.1291645 ],0.1342892232692404,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_curv.hessian_cond.nas', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.004386447014801991,0.0034128047995379976,0.0017064023997689986,28
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 22, 23, 24, 25, 26, 30, 32, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.14013568 -0.13661418 -0.14206328 -0.13158693 -0.1235845 ],0.13479691181940917,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_dev.orig', 'ela_conv.lin_dev.abs', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_curv.hessian_cond.nas', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.008537799712452008,0.006642698233405119,0.0033213491167025594,29
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 21, 22, 23, 24, 25, 26, 30, 32, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.14077    -0.13708939 -0.14002477 -0.12987052 -0.1260567 ],0.13476227619674028,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_prob', 'ela_conv.lin_dev.orig', 'ela_conv.lin_dev.abs', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_curv.hessian_cond.nas', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.007470587044027422,0.005812370520648833,0.002906185260324416,30
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70)",[-0.141322   -0.13730669 -0.14097515 -0.12808011 -0.1241209 ],0.13436097095382835,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_prob', 'ela_conv.lin_dev.orig', 'ela_conv.lin_dev.abs', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_curv.grad_scale.nas', 'ela_curv.hessian_cond.nas', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s')",0.009000504207350149,0.007002698050028337,0.0035013490250141686,31
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 36, 39, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70, 74)",[-0.13916773 -0.14006711 -0.13575288 -0.1324312  -0.12671353],0.13482649127692975,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_prob', 'ela_conv.lin_dev.orig', 'ela_conv.lin_dev.abs', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_curv.grad_scale.nas', 'ela_curv.hessian_cond.nas', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s', 'nbc.nn_nb.sd_ratio')",0.006263104542289918,0.004872908112147831,0.0024364540560739157,32
"(0, 3, 7, 8, 10, 14, 15, 18, 20, 21, 22, 23, 24, 25, 26, 30, 31, 32, 33, 36, 39, 40, 42, 54, 55, 57, 58, 60, 61, 62, 65, 70, 74)",[-0.13733735 -0.14183772 -0.13908505 -0.13058671 -0.12453581],0.13467652836130517,"('cm_angle.dist_ctr2best.mean', 'cm_grad.mean', 'disp.ratio_mean_25', 'disp.ratio_median_02', 'disp.ratio_median_10', 'disp.diff_mean_10', 'disp.diff_mean_25', 'disp.diff_median_10', 'ela_conv.conv_prob', 'ela_conv.lin_prob', 'ela_conv.lin_dev.orig', 'ela_conv.lin_dev.abs', 'ela_curv.grad_norm.min', 'ela_curv.grad_norm.lq', 'ela_curv.grad_norm.mean', 'ela_curv.grad_norm.sd', 'ela_curv.grad_scale.nas', 'ela_curv.hessian_cond.nas', 'ela_distr.skewness', 'ela_level.mmce_lda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.mmce_lda_25', 'ela_local.n_loc_opt.abs', 'ela_local.n_loc_opt.rel', 'ela_local.basin_sizes.avg_best', 'ela_local.basin_sizes.avg_non_best', 'ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_w_interact.adj_r2', 'ic.eps.s', 'nbc.nn_nb.sd_ratio')",0.008075032727061952,0.006282649797056184,0.0031413248985280914,33
