f_id,i_id,EMNA,PSO,RandomSearch
1,1,0.6185145873294136,0.6663147718647711,0.39399886112119153
2,1,5.08172893804681,4.450688776632671,3.5413284223087254
3,1,1.712432180531799,1.780162811414837,1.5249840202669438
4,1,1.7062933549217578,1.7401393197889061,1.6201658093927727
5,1,1.9026563014177778,1.329090383675498,1.1846335089413476
6,1,3.708465566867349,2.4084362640203105,1.1970783203797186
7,1,0.6752225400636954,0.8582164001137969,0.8119073736613406
8,1,2.528054919752814,2.8245095371056523,2.093898800471235
9,1,1.1684582182421162,2.741608050680294,2.0806585217711637
10,1,5.296060805059571,4.935330060092092,3.6855022015584775
11,1,4.491018629138223,2.9389227699973457,1.3632555361680843
12,1,7.110662567849478,6.749688585818767,5.827917460185878
13,1,2.7236913620513152,2.6502821828258596,2.181640570174905
14,1,0.7440156941577589,0.5978806551389013,0.2865734245524267
15,1,2.2338150550488853,1.9560496423029272,1.542869085846034
16,1,1.1170477178526377,0.8528229091492878,0.6809225330316987
17,1,0.7767806194759637,0.7433001292217059,0.48937141823212493
18,1,1.3899871798555592,1.388318118378455,0.9494543104878572
19,1,0.25517712676518745,0.5844326191481666,0.551622981616263
20,1,0.5738389554096275,2.2615153313487792,0.5888411803601985
21,1,0.6900539821003915,0.9098900258656666,0.4514802860095474
22,1,1.0529206834578115,1.130188203584856,0.4382115458498368
23,1,0.47205723648969905,0.40154094740726587,0.3620902296705906
24,1,1.5259220166738856,1.626213191142226,1.5106849618691143
1,2,1.446915515055232,1.1479324836098592,0.40026073597598966
2,2,4.08310623808827,2.74254068607019,3.6136398029825725
3,2,1.8631896713191431,1.8208402562334585,1.5322847806255215
4,2,1.8499164139702775,1.90415098577736,1.6471187578998496
5,2,1.900033552386635,1.6194406272109214,1.1752409261184276
6,2,1.7634314728093585,1.888112010426092,1.230144396510081
7,2,2.1595657765769776,1.6410373665947051,0.7556847067948549
8,2,3.2974740337386255,3.0054238712095374,2.161947313757233
9,2,1.0158276606311551,0.5879471869029056,2.105982185265679
10,2,5.590047017798134,4.793630522285892,3.6557859250118443
11,2,1.4641522343786524,2.0779934088142507,1.4569445311403237
12,2,7.368473071006287,6.787450016399568,5.8680765822592305
13,2,2.9015570309224286,2.6524744291534783,2.1926421393633935
14,2,0.9603631138299665,0.7461764857180202,0.28470629377421003
15,2,1.8456909789317697,1.8256652024137194,1.4982316974414602
16,2,1.2336642060612761,0.853326603478588,0.4181052782882265
17,2,0.4361590955030902,0.5106432871895248,0.46503243073235057
18,2,0.8371260576119303,1.0092138778330715,0.6386218920981974
19,2,0.2613508029406611,0.6227144101770357,0.5530157840408052
20,2,0.5476750025820369,2.0734715836133035,0.6025563548345356
21,2,1.081255210489216,1.0735060584877627,0.4556934559606465
22,2,1.498041689424223,1.1472978117359527,0.47687881409292787
23,2,0.505897701493504,0.4123819079815914,0.35143724761542616
24,2,1.5252806409661377,1.6434344928534836,1.4577759301520643
1,3,1.2371588212764721,1.0544225066910213,0.383157100471463
2,3,5.921581010323179,4.803322944750937,3.6613186514474245
3,3,2.0700743755740807,1.844987353326671,1.5166009988098395
4,3,1.9889448485557795,1.9499416432605523,1.662121425360466
5,3,1.9005589673049381,1.5308717546232937,1.1723390715087798
6,3,4.637517468401533,3.721090959832859,1.1791118454032765
7,3,2.026551624568068,1.5371518434081504,0.7389286856755097
8,3,3.1786588495805645,3.1739745812671574,2.085762373034597
